Area,Bedrooms,Bathrooms,Floors,YearBuilt,Price,Location_Downtown,Location_Rural,Location_Suburban,Location_Urban,Condition_Excellent,Condition_Fair,Condition_Good,Condition_Poor,Cluster
4425,4,4,2,1924,271738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4500,4,3,2,1901,954890,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2133,5,4,2,2020,685181,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2652,3,1,3,1931,910359,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1010,4,1,3,1925,528076,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
884,2,2,2,1969,954610,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
904,2,1,2,1940,292726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2500,3,1,3,2020,352811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3256,1,4,2,1966,771202,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2168,1,4,2,1996,479059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1960,1,3,2,1900,756168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4136,2,2,1,1950,473759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3224,1,4,2,1904,515996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4678,5,1,1,1912,56611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2548,4,3,2,1918,400386,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4646,2,4,3,1911,921044,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1216,3,2,1,1947,883334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2323,3,2,1,1924,821812,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2581,4,3,2,1956,345187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3919,2,3,2,2014,186343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
2074,1,3,1,1934,909299,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
749,1,3,3,1975,389233,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1173,5,3,3,1993,895177,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2665,5,1,2,1904,540092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1270,1,1,3,1997,240191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4462,3,4,3,1921,716933,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
4863,3,2,2,2002,726769,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2484,5,1,3,1976,922402,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1577,4,1,2,1956,336608,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
735,1,1,1,1946,299220,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
888,5,4,2,1953,486056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3537,5,3,1,1902,692811,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2348,1,4,1,2023,594950,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3314,1,2,3,1952,854660,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3874,3,2,3,1983,635009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3778,4,2,3,1930,712746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1752,4,2,2,1968,843294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4481,1,1,3,1987,614396,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2622,2,1,1,2003,141788,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2650,5,4,3,2017,518239,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1829,5,3,3,1932,294437,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1858,1,2,2,1971,811299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2982,2,4,2,1987,916572,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2517,3,1,1,1949,732561,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1831,1,1,2,1983,905010,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4844,1,3,3,2023,99966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4761,5,3,2,1915,235846,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1858,1,3,1,2013,322530,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3677,1,4,3,2015,651516,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2628,1,1,1,1975,196297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2680,5,1,2,1976,459909,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
637,3,3,2,2008,384341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3972,3,2,1,2005,93021,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3332,1,3,3,1938,431059,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4079,5,4,2,1988,199333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3531,3,3,2,1945,470594,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4664,3,3,3,1995,953606,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3093,3,4,2,1987,826934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4800,5,3,1,2011,136755,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4318,5,1,2,1946,979441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4638,1,2,2,1943,116330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4323,4,3,3,1908,752726,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4542,3,4,1,2003,908754,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2406,4,2,3,2013,938750,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1260,5,4,2,1986,619601,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3945,5,2,2,1949,284729,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1399,5,2,3,1976,807071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4955,4,3,3,1959,339176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3447,5,1,3,2022,535179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2219,1,3,1,1995,198430,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
780,5,4,2,2013,898142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3766,2,4,3,1914,407470,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2387,4,2,2,1935,398301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3766,2,2,1,2012,492037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1166,5,1,1,1962,78365,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4688,1,3,1,1968,325333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1171,3,4,1,1985,519965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2469,5,2,2,1979,581536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4656,1,1,1,1940,54369,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3622,4,4,1,1973,506979,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4400,2,2,3,1923,975554,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1023,2,4,1,1981,865037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2893,2,1,3,1948,886048,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3617,4,1,1,1917,497695,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3093,1,4,1,1906,415863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2468,4,3,3,1903,221955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2253,2,4,1,1989,607343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2796,5,2,2,1968,774091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2761,3,3,2,1959,428824,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2786,4,2,1,1954,319594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4702,4,4,2,1915,183997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3378,1,3,3,1998,523267,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4643,1,2,1,1989,100272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4144,4,4,1,1981,55310,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4932,2,4,3,1928,81817,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2555,3,3,3,1922,558350,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1776,1,4,3,2016,536160,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3266,2,1,1,1913,487744,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
802,5,2,3,1978,790176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1138,1,2,3,1948,132641,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
555,2,4,2,1932,789443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1025,2,4,2,1924,781670,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4623,3,1,1,1920,589745,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2625,3,3,2,1916,92311,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3787,5,4,2,1922,971484,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
864,2,4,3,1956,201958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2146,2,4,3,2006,520328,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1418,3,4,2,1980,494093,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3297,1,2,2,1957,697861,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2031,1,4,2,1913,409571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3845,4,2,1,1992,872613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2406,3,4,1,1919,214334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3586,4,3,1,1929,968451,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2575,3,1,2,1918,443238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1213,5,3,2,1952,837560,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1562,2,4,1,2002,653810,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2476,5,4,1,1955,213394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1796,3,4,2,1976,98929,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
625,2,3,3,1981,655984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4096,1,4,1,1922,427389,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3783,1,3,2,1961,846240,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2103,4,2,2,2009,669436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
566,3,1,3,1932,496098,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
732,3,1,2,2002,858157,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2656,1,3,2,2003,384678,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1669,5,2,1,1917,352094,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2658,2,3,1,1972,794314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4706,5,2,3,1932,133576,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1993,5,4,3,1931,70557,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4507,1,2,2,1960,596113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2972,1,2,1,1953,321142,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3160,1,2,3,1916,86080,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3239,4,1,3,1918,833103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2261,5,2,3,1990,238869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4014,3,4,2,1969,721162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2475,2,4,1,1998,978671,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2862,4,4,3,2019,543844,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1376,3,2,1,2000,616695,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4312,5,3,3,1933,170283,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3948,1,3,3,1983,63338,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1812,5,4,1,1924,650577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1960,2,1,1,1967,514736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3209,4,3,1,1973,724255,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2824,4,2,2,1973,228982,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2233,2,3,3,1987,967461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2105,3,4,2,1984,159367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3063,3,1,1,1910,378042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3921,4,3,3,1990,970958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4017,4,3,2,1915,691774,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2897,1,4,3,1989,398684,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4235,3,1,2,1960,544775,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3370,2,1,1,1993,788497,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1660,3,4,2,2012,493853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
742,1,2,3,1979,830343,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3090,4,3,3,1906,710709,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1563,4,2,3,1915,961848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4824,1,3,3,1998,876395,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3095,2,3,1,2021,450966,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1419,4,2,2,1915,407073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
505,5,4,1,1939,727823,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
967,4,4,1,1911,649223,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4670,5,3,1,1934,764152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
503,1,4,3,2012,850118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1145,1,3,3,1920,549555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
617,4,4,3,1949,113528,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3428,3,3,2,1942,674099,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3051,5,4,3,1999,558907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4789,2,1,2,2011,334931,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1346,4,2,3,1916,982280,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3262,2,1,3,1931,427757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1641,4,2,1,1940,762787,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2310,3,2,1,1905,834429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1223,3,3,1,1987,154887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
724,3,2,2,1926,111086,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4708,3,1,2,1919,938663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2548,1,1,3,1924,305494,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4915,1,4,2,1965,558889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2073,5,1,3,1908,637596,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2328,2,4,2,1991,327941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2417,4,2,2,1952,317446,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4734,4,1,2,1960,506388,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2526,1,2,1,1937,612347,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4244,4,1,2,1902,181980,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1401,1,1,1,1983,765612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2539,5,4,1,1969,523875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
509,2,2,2,2002,193949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
760,5,1,3,1996,326383,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2173,3,3,3,1954,77313,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2719,3,2,3,1900,92103,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2560,3,2,2,2000,229480,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4213,5,2,3,1969,526467,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2119,4,4,1,1944,138771,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
820,2,3,3,1997,176228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1842,3,2,2,1946,141665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2876,3,1,3,1978,846966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3332,3,1,1,2008,879492,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3324,2,4,2,1925,853621,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
2494,3,1,3,2020,964863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3458,2,2,2,1913,660355,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2538,3,1,2,2021,847399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3990,5,2,2,1953,787351,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4177,5,1,3,1970,901995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1618,2,3,2,1945,320804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2104,5,4,3,2021,430815,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4527,2,4,1,1930,534091,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
735,5,3,3,1987,179909,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2469,5,3,1,1958,483039,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4929,2,4,3,1994,499058,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2408,4,3,2,1928,190688,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
875,5,2,3,2005,125976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4030,3,1,2,1995,807496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3135,4,4,1,1916,229810,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2070,2,3,3,1913,325251,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3060,4,2,2,2003,766764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3891,1,4,1,1935,668470,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3465,1,3,1,1957,817441,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4143,5,4,3,2011,928219,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4350,5,3,1,1923,852386,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1372,3,4,2,2008,329087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1752,4,2,1,1962,90725,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1814,1,2,1,2017,881866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3398,5,1,2,1990,922183,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
577,4,4,1,1924,584398,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3121,5,1,1,1958,548864,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4727,5,4,1,1931,328606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1100,1,3,1,2015,391376,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1565,1,3,2,1981,759441,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2636,5,1,1,2009,496015,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2949,2,4,2,1917,640855,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2843,5,1,1,1936,532517,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
2363,5,2,1,1925,756584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1818,3,1,1,1908,439569,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4097,3,1,1,2023,892495,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
4262,3,3,2,1998,163394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2690,2,1,2,1963,891672,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1492,2,4,2,1971,917784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3212,5,3,3,1919,198940,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2692,3,1,1,1953,393133,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1748,2,2,1,2005,72222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3554,1,1,2,1985,129794,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4533,5,1,3,1982,638212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2497,4,1,1,1929,674142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4187,5,3,2,1952,914945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2651,4,4,1,1991,834326,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4518,3,2,1,1998,891081,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3610,4,1,2,2006,415130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2470,3,4,2,1962,818103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
697,1,4,1,1910,920181,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3126,4,3,1,1930,283127,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1702,5,2,2,1948,554434,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2535,3,3,1,2011,191295,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
977,5,4,1,2002,229238,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1754,2,4,2,1999,89369,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1422,3,4,1,1993,922811,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
919,4,3,1,1986,905824,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2704,3,2,3,1918,849093,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3097,5,1,2,1911,720951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1620,1,3,3,1914,383862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3568,3,4,3,1930,760595,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1450,4,3,3,1942,320114,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2836,2,4,1,2000,97922,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2743,1,1,1,1936,543614,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3145,2,1,3,1978,867187,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2357,3,2,3,1928,695214,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2365,5,4,3,2013,69416,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3412,5,2,1,2006,63672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3353,4,2,3,1925,526684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3728,5,1,3,2007,178145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4219,1,3,2,1901,752356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3728,5,3,2,1983,910527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2871,4,2,1,1914,50064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3391,3,1,2,2015,118835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4256,3,4,2,1903,251457,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4725,5,3,2,1985,973143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
594,2,2,1,1949,297795,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3174,3,3,2,1937,454271,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2455,5,3,1,1922,399738,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1293,4,4,3,1958,996931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2334,5,1,2,1989,691204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2616,3,4,1,2014,956740,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4606,4,1,2,1974,918948,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3825,5,3,3,1927,901098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3419,1,2,1,2019,245346,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3097,4,4,1,1965,954726,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
